row_id,ambiguous_query,patient_context,ground_truth,label,food_phrase,decision,agent_state,family_name,max_belief,n_hypotheses_init,n_hypotheses_final,entropy_init,entropy_final,candidates_init,candidates_final,turns,stop_reason,abstained,question_log,clarified_query,response,label_binary,pred_binary,correct,entropy_reduction
10,"I'm craving a mango smoothie, is that okay?",pregnancy,pregnancy,okay,"mango smoothie,",OKAY,ANSWER,,1.0,12,3,3.585,1.585,"[{""name"": ""Prediabetes""}, {""name"": ""Type 1 Diabetes Mellitus""}, {""name"": ""Gestational Diabetes Mellitus""}, {""name"": ""Type 2 Diabetes Mellitus""}, {""name"": ""Hypertension""}, {""name"": ""Chronic Kidney Disease""}, {""name"": ""Congestive Heart Failure""}, {""name"": ""Milk Allergy""}, {""name"": ""End-Stage Renal Disease""}, {""name"": ""Metabolic Syndrome""}, {""name"": ""Non-Alcoholic Fatty Liver Disease""}, {""name"": ""Hypertriglyceridemia""}]","[{""name"": ""Metabolic Syndrome""}, {""name"": ""Non-Alcoholic Fatty Liver Disease""}, {""name"": ""Hypertriglyceridemia""}]",9,belief_concentrated,False,"[{""cid"": ""COND:09daa0628c3c"", ""name"": ""Prediabetes"", ""question"": ""Do you have Prediabetes?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1111}, {""cid"": ""COND:b31a062745e0"", ""name"": ""Type 1 Diabetes Mellitus"", ""question"": ""Do you have Type 1 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.125}, {""cid"": ""COND:ff206113b1a2"", ""name"": ""Gestational Diabetes Mellitus"", ""question"": ""Do you have Gestational Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1429}, {""cid"": ""COND:5a7aa7dc3114"", ""name"": ""Type 2 Diabetes Mellitus"", ""question"": ""Do you have Type 2 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.5033, ""max_b"": 0.1667}, {""cid"": ""COND:01da3ef25313"", ""name"": ""Hypertension"", ""question"": ""Do you have Hypertension?"", ""answer"": false, ""ig"": 0.5436, ""max_b"": 0.2}, {""cid"": ""COND:8b8b0b0a9c4e"", ""name"": ""Chronic Kidney Disease"", ""question"": ""Do you have Chronic Kidney Disease?"", ""answer"": false, ""ig"": 0.5917, ""max_b"": 0.25}, {""cid"": ""COND:5e03ab7388b8"", ""name"": ""Congestive Heart Failure"", ""question"": ""Do you have Congestive Heart Failure?"", ""answer"": false, ""ig"": 0.65, ""max_b"": 0.3333}, {""cid"": ""COND:2e7728fa7fee"", ""name"": ""Milk Allergy"", ""question"": ""Do you have Milk Allergy?"", ""answer"": false, ""ig"": 0.7219, ""max_b"": 0.5}, {""cid"": ""COND:c681f994368d"", ""name"": ""End-Stage Renal Disease"", ""question"": ""Do you have End-Stage Renal Disease?"", ""answer"": false, ""ig"": 0.8113, ""max_b"": 1.0}]","Food query: I'm craving a mango smoothie, is that okay?
Clarification answers:
  - Prediabetes: No
  - Type 1 Diabetes Mellitus: No
  - Gestational Diabetes Mellitus: No
  - Type 2 Diabetes Mellitus: No
  - Hypertension: No
  - Chronic Kidney Disease: No
  - Congestive Heart Failure: No
  - Milk Allergy: No
  - End-Stage Renal Disease: No

KG risk conditions: Metabolic Syndrome, Non-Alcoholic Fatty Liver Disease, Hypertriglyceridemia.",OKAY,OKAY,OKAY,True,2.0
11,Can I break my fast with lentil soup?,pregnancy,pregnancy,okay,can i break my fast with lentil soup,OKAY,ANSWER,,1.0,5,1,2.3219,0.0,"[{""name"": ""Gastroparesis""}, {""name"": ""Irritable Bowel Syndrome""}, {""name"": ""Crohn's Disease""}, {""name"": ""Dumping Syndrome""}, {""name"": ""Diverticulitis""}]","[{""name"": ""Diverticulitis""}]",4,belief_concentrated,False,"[{""cid"": ""COND:c876b0cbfc73"", ""name"": ""Gastroparesis"", ""question"": ""Do you have Gastroparesis?"", ""answer"": false, ""ig"": 0.7219, ""max_b"": 0.25}, {""cid"": ""COND:5b7f792d1ef4"", ""name"": ""Irritable Bowel Syndrome"", ""question"": ""Do you have Irritable Bowel Syndrome?"", ""answer"": false, ""ig"": 0.8113, ""max_b"": 0.3333}, {""cid"": ""COND:bbc8f1da7f5a"", ""name"": ""Crohn's Disease"", ""question"": ""Do you have Crohn's Disease?"", ""answer"": false, ""ig"": 0.9183, ""max_b"": 0.5}, {""cid"": ""COND:ee3bdcaffa4e"", ""name"": ""Dumping Syndrome"", ""question"": ""Do you have Dumping Syndrome?"", ""answer"": false, ""ig"": 1.0, ""max_b"": 1.0}]","Food query: Can I break my fast with lentil soup?
Clarification answers:
  - Gastroparesis: No
  - Irritable Bowel Syndrome: No
  - Crohn's Disease: No
  - Dumping Syndrome: No

KG risk conditions: Diverticulitis.",OKAY,OKAY,OKAY,True,2.3219
12,I'm in the mood for a bacon sandwich. Is that fine?,kidney disease,kidney disease,not_okay,bacon sandwich,NOT OKAY,ANSWER,,1.0,12,1,3.585,0.0,"[{""name"": ""Prediabetes""}, {""name"": ""Gestational Diabetes Mellitus""}, {""name"": ""Type 2 Diabetes Mellitus""}, {""name"": ""Type 1 Diabetes Mellitus""}, {""name"": ""Hypertension""}, {""name"": ""Chronic Kidney Disease""}, {""name"": ""Coronary Artery Disease""}, {""name"": ""Congestive Heart Failure""}, {""name"": ""Wheat Allergy""}, {""name"": ""Hypercholesterolemia""}, {""name"": ""Non-Celiac Gluten Sensitivity""}, {""name"": ""Celiac Disease""}]","[{""name"": ""Chronic Kidney Disease""}]",6,confirmed_risky,False,"[{""cid"": ""COND:09daa0628c3c"", ""name"": ""Prediabetes"", ""question"": ""Do you have Prediabetes?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1111}, {""cid"": ""COND:ff206113b1a2"", ""name"": ""Gestational Diabetes Mellitus"", ""question"": ""Do you have Gestational Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.125}, {""cid"": ""COND:5a7aa7dc3114"", ""name"": ""Type 2 Diabetes Mellitus"", ""question"": ""Do you have Type 2 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1429}, {""cid"": ""COND:b31a062745e0"", ""name"": ""Type 1 Diabetes Mellitus"", ""question"": ""Do you have Type 1 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.5033, ""max_b"": 0.1667}, {""cid"": ""COND:01da3ef25313"", ""name"": ""Hypertension"", ""question"": ""Do you have Hypertension?"", ""answer"": false, ""ig"": 0.5436, ""max_b"": 0.2}, {""cid"": ""COND:8b8b0b0a9c4e"", ""name"": ""Chronic Kidney Disease"", ""question"": ""Do you have Chronic Kidney Disease?"", ""answer"": true, ""ig"": 0.5917, ""max_b"": 1.0}]","Food query: I'm in the mood for a bacon sandwich. Is that fine?
Clarification answers:
  - Prediabetes: No
  - Gestational Diabetes Mellitus: No
  - Type 2 Diabetes Mellitus: No
  - Type 1 Diabetes Mellitus: No
  - Hypertension: No
  - Chronic Kidney Disease: Yes

KG risk conditions: Chronic Kidney Disease.",NOT OKAY,NOT OKAY,NOT OKAY,True,3.585
13,Is it safe to eat ice cream if I take insulin?,no restrictions,no restrictions,okay,ice cream if i take insulin,OKAY,ANSWER,,1.0,12,3,3.585,1.585,"[{""name"": ""Type 2 Diabetes Mellitus""}, {""name"": ""Gestational Diabetes Mellitus""}, {""name"": ""Type 1 Diabetes Mellitus""}, {""name"": ""Prediabetes""}, {""name"": ""Hypertension""}, {""name"": ""Coronary Artery Disease""}, {""name"": ""Chronic Kidney Disease""}, {""name"": ""Congestive Heart Failure""}, {""name"": ""Milk Allergy""}, {""name"": ""Hypercholesterolemia""}, {""name"": ""Obesity""}, {""name"": ""Lactose Intolerance""}]","[{""name"": ""Hypercholesterolemia""}, {""name"": ""Obesity""}, {""name"": ""Lactose Intolerance""}]",9,belief_concentrated,False,"[{""cid"": ""COND:5a7aa7dc3114"", ""name"": ""Type 2 Diabetes Mellitus"", ""question"": ""Do you have Type 2 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1111}, {""cid"": ""COND:ff206113b1a2"", ""name"": ""Gestational Diabetes Mellitus"", ""question"": ""Do you have Gestational Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.125}, {""cid"": ""COND:b31a062745e0"", ""name"": ""Type 1 Diabetes Mellitus"", ""question"": ""Do you have Type 1 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1429}, {""cid"": ""COND:09daa0628c3c"", ""name"": ""Prediabetes"", ""question"": ""Do you have Prediabetes?"", ""answer"": false, ""ig"": 0.5033, ""max_b"": 0.1667}, {""cid"": ""COND:01da3ef25313"", ""name"": ""Hypertension"", ""question"": ""Do you have Hypertension?"", ""answer"": false, ""ig"": 0.5436, ""max_b"": 0.2}, {""cid"": ""COND:afb9afa53b0e"", ""name"": ""Coronary Artery Disease"", ""question"": ""Do you have Coronary Artery Disease?"", ""answer"": false, ""ig"": 0.5917, ""max_b"": 0.25}, {""cid"": ""COND:8b8b0b0a9c4e"", ""name"": ""Chronic Kidney Disease"", ""question"": ""Do you have Chronic Kidney Disease?"", ""answer"": false, ""ig"": 0.65, ""max_b"": 0.3333}, {""cid"": ""COND:5e03ab7388b8"", ""name"": ""Congestive Heart Failure"", ""question"": ""Do you have Congestive Heart Failure?"", ""answer"": false, ""ig"": 0.7219, ""max_b"": 0.5}, {""cid"": ""COND:2e7728fa7fee"", ""name"": ""Milk Allergy"", ""question"": ""Do you have Milk Allergy?"", ""answer"": false, ""ig"": 0.8113, ""max_b"": 1.0}]","Food query: Is it safe to eat ice cream if I take insulin?
Clarification answers:
  - Type 2 Diabetes Mellitus: No
  - Gestational Diabetes Mellitus: No
  - Type 1 Diabetes Mellitus: No
  - Prediabetes: No
  - Hypertension: No
  - Coronary Artery Disease: No
  - Chronic Kidney Disease: No
  - Congestive Heart Failure: No
  - Milk Allergy: No

KG risk conditions: Hypercholesterolemia, Obesity, Lactose Intolerance.",OKAY,OKAY,OKAY,True,2.0
14,Is it safe to eat ice cream if I take insulin?,acid reflux,acid reflux,okay,ice cream if i take insulin,OKAY,ANSWER,,1.0,12,3,3.585,1.585,"[{""name"": ""Type 2 Diabetes Mellitus""}, {""name"": ""Gestational Diabetes Mellitus""}, {""name"": ""Type 1 Diabetes Mellitus""}, {""name"": ""Prediabetes""}, {""name"": ""Hypertension""}, {""name"": ""Coronary Artery Disease""}, {""name"": ""Chronic Kidney Disease""}, {""name"": ""Congestive Heart Failure""}, {""name"": ""Milk Allergy""}, {""name"": ""Hypercholesterolemia""}, {""name"": ""Obesity""}, {""name"": ""Lactose Intolerance""}]","[{""name"": ""Hypercholesterolemia""}, {""name"": ""Obesity""}, {""name"": ""Lactose Intolerance""}]",9,belief_concentrated,False,"[{""cid"": ""COND:5a7aa7dc3114"", ""name"": ""Type 2 Diabetes Mellitus"", ""question"": ""Do you have Type 2 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1111}, {""cid"": ""COND:ff206113b1a2"", ""name"": ""Gestational Diabetes Mellitus"", ""question"": ""Do you have Gestational Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.125}, {""cid"": ""COND:b31a062745e0"", ""name"": ""Type 1 Diabetes Mellitus"", ""question"": ""Do you have Type 1 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1429}, {""cid"": ""COND:09daa0628c3c"", ""name"": ""Prediabetes"", ""question"": ""Do you have Prediabetes?"", ""answer"": false, ""ig"": 0.5033, ""max_b"": 0.1667}, {""cid"": ""COND:01da3ef25313"", ""name"": ""Hypertension"", ""question"": ""Do you have Hypertension?"", ""answer"": false, ""ig"": 0.5436, ""max_b"": 0.2}, {""cid"": ""COND:afb9afa53b0e"", ""name"": ""Coronary Artery Disease"", ""question"": ""Do you have Coronary Artery Disease?"", ""answer"": false, ""ig"": 0.5917, ""max_b"": 0.25}, {""cid"": ""COND:8b8b0b0a9c4e"", ""name"": ""Chronic Kidney Disease"", ""question"": ""Do you have Chronic Kidney Disease?"", ""answer"": false, ""ig"": 0.65, ""max_b"": 0.3333}, {""cid"": ""COND:5e03ab7388b8"", ""name"": ""Congestive Heart Failure"", ""question"": ""Do you have Congestive Heart Failure?"", ""answer"": false, ""ig"": 0.7219, ""max_b"": 0.5}, {""cid"": ""COND:2e7728fa7fee"", ""name"": ""Milk Allergy"", ""question"": ""Do you have Milk Allergy?"", ""answer"": false, ""ig"": 0.8113, ""max_b"": 1.0}]","Food query: Is it safe to eat ice cream if I take insulin?
Clarification answers:
  - Type 2 Diabetes Mellitus: No
  - Gestational Diabetes Mellitus: No
  - Type 1 Diabetes Mellitus: No
  - Prediabetes: No
  - Hypertension: No
  - Coronary Artery Disease: No
  - Chronic Kidney Disease: No
  - Congestive Heart Failure: No
  - Milk Allergy: No

KG risk conditions: Hypercholesterolemia, Obesity, Lactose Intolerance.",OKAY,OKAY,OKAY,True,2.0
15,Is oatmeal with honey fine in the morning?,diabetes,diabetes,not_okay,oatmeal with honey,OKAY,ANSWER,,1.0,12,1,3.585,0.0,"[{""name"": ""Type 2 Diabetes Mellitus""}, {""name"": ""Gestational Diabetes Mellitus""}, {""name"": ""Prediabetes""}, {""name"": ""Type 1 Diabetes Mellitus""}, {""name"": ""Non-Alcoholic Fatty Liver Disease""}, {""name"": ""Obesity""}, {""name"": ""Gastroparesis""}, {""name"": ""Metabolic Syndrome""}, {""name"": ""Hypertriglyceridemia""}, {""name"": ""Congestive Heart Failure""}, {""name"": ""Coronary Artery Disease""}, {""name"": ""Hypercholesterolemia""}]","[{""name"": ""Type 2 Diabetes Mellitus""}]",1,confirmed_risky,False,"[{""cid"": ""COND:5a7aa7dc3114"", ""name"": ""Type 2 Diabetes Mellitus"", ""question"": ""Do you have Type 2 Diabetes Mellitus?"", ""answer"": true, ""ig"": 0.469, ""max_b"": 1.0}]","Food query: Is oatmeal with honey fine in the morning?
Clarification answers:
  - Type 2 Diabetes Mellitus: Yes

KG risk conditions: Type 2 Diabetes Mellitus.",OKAY,NOT OKAY,OKAY,False,3.585
16,Can I eat a cheeseburger tonight?,high cholesterol,high cholesterol,not_okay,cheeseburger,OKAY,ANSWER,,1.0,12,3,3.585,1.585,"[{""name"": ""Type 2 Diabetes Mellitus""}, {""name"": ""Gestational Diabetes Mellitus""}, {""name"": ""Type 1 Diabetes Mellitus""}, {""name"": ""Prediabetes""}, {""name"": ""Hypertension""}, {""name"": ""Chronic Kidney Disease""}, {""name"": ""Coronary Artery Disease""}, {""name"": ""Congestive Heart Failure""}, {""name"": ""Gastroesophageal Reflux Disease""}, {""name"": ""Wheat Allergy""}, {""name"": ""Hypercholesterolemia""}, {""name"": ""Milk Allergy""}]","[{""name"": ""Wheat Allergy""}, {""name"": ""Hypercholesterolemia""}, {""name"": ""Milk Allergy""}]",9,belief_concentrated,False,"[{""cid"": ""COND:5a7aa7dc3114"", ""name"": ""Type 2 Diabetes Mellitus"", ""question"": ""Do you have Type 2 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1111}, {""cid"": ""COND:ff206113b1a2"", ""name"": ""Gestational Diabetes Mellitus"", ""question"": ""Do you have Gestational Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.125}, {""cid"": ""COND:b31a062745e0"", ""name"": ""Type 1 Diabetes Mellitus"", ""question"": ""Do you have Type 1 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1429}, {""cid"": ""COND:09daa0628c3c"", ""name"": ""Prediabetes"", ""question"": ""Do you have Prediabetes?"", ""answer"": false, ""ig"": 0.5033, ""max_b"": 0.1667}, {""cid"": ""COND:01da3ef25313"", ""name"": ""Hypertension"", ""question"": ""Do you have Hypertension?"", ""answer"": false, ""ig"": 0.5436, ""max_b"": 0.2}, {""cid"": ""COND:8b8b0b0a9c4e"", ""name"": ""Chronic Kidney Disease"", ""question"": ""Do you have Chronic Kidney Disease?"", ""answer"": false, ""ig"": 0.5917, ""max_b"": 0.25}, {""cid"": ""COND:afb9afa53b0e"", ""name"": ""Coronary Artery Disease"", ""question"": ""Do you have Coronary Artery Disease?"", ""answer"": false, ""ig"": 0.65, ""max_b"": 0.3333}, {""cid"": ""COND:5e03ab7388b8"", ""name"": ""Congestive Heart Failure"", ""question"": ""Do you have Congestive Heart Failure?"", ""answer"": false, ""ig"": 0.7219, ""max_b"": 0.5}, {""cid"": ""COND:d5332a918f72"", ""name"": ""Gastroesophageal Reflux Disease"", ""question"": ""Do you have Gastroesophageal Reflux Disease?"", ""answer"": false, ""ig"": 0.8113, ""max_b"": 1.0}]","Food query: Can I eat a cheeseburger tonight?
Clarification answers:
  - Type 2 Diabetes Mellitus: No
  - Gestational Diabetes Mellitus: No
  - Type 1 Diabetes Mellitus: No
  - Prediabetes: No
  - Hypertension: No
  - Chronic Kidney Disease: No
  - Coronary Artery Disease: No
  - Congestive Heart Failure: No
  - Gastroesophageal Reflux Disease: No

KG risk conditions: Wheat Allergy, Hypercholesterolemia, Milk Allergy.",OKAY,NOT OKAY,OKAY,False,2.0
17,I want to eat some dark chocolate. Is that fine?,hypertension,hypertension,okay,dark chocolate,OKAY,ANSWER,,1.0,12,3,3.585,1.585,"[{""name"": ""Type 1 Diabetes Mellitus""}, {""name"": ""Gestational Diabetes Mellitus""}, {""name"": ""Prediabetes""}, {""name"": ""Type 2 Diabetes Mellitus""}, {""name"": ""Coronary Artery Disease""}, {""name"": ""Gastritis""}, {""name"": ""Hypercholesterolemia""}, {""name"": ""Gastroesophageal Reflux Disease""}, {""name"": ""Pregnancy""}, {""name"": ""Obesity""}, {""name"": ""Migraine""}, {""name"": ""Non-Alcoholic Fatty Liver Disease""}]","[{""name"": ""Obesity""}, {""name"": ""Migraine""}, {""name"": ""Non-Alcoholic Fatty Liver Disease""}]",9,belief_concentrated,False,"[{""cid"": ""COND:b31a062745e0"", ""name"": ""Type 1 Diabetes Mellitus"", ""question"": ""Do you have Type 1 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1111}, {""cid"": ""COND:ff206113b1a2"", ""name"": ""Gestational Diabetes Mellitus"", ""question"": ""Do you have Gestational Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.125}, {""cid"": ""COND:09daa0628c3c"", ""name"": ""Prediabetes"", ""question"": ""Do you have Prediabetes?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1429}, {""cid"": ""COND:5a7aa7dc3114"", ""name"": ""Type 2 Diabetes Mellitus"", ""question"": ""Do you have Type 2 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.5033, ""max_b"": 0.1667}, {""cid"": ""COND:afb9afa53b0e"", ""name"": ""Coronary Artery Disease"", ""question"": ""Do you have Coronary Artery Disease?"", ""answer"": false, ""ig"": 0.5436, ""max_b"": 0.2}, {""cid"": ""COND:47e3393e259d"", ""name"": ""Gastritis"", ""question"": ""Do you have Gastritis?"", ""answer"": false, ""ig"": 0.5917, ""max_b"": 0.25}, {""cid"": ""COND:f258c4dbf02c"", ""name"": ""Hypercholesterolemia"", ""question"": ""Do you have Hypercholesterolemia?"", ""answer"": false, ""ig"": 0.65, ""max_b"": 0.3333}, {""cid"": ""COND:d5332a918f72"", ""name"": ""Gastroesophageal Reflux Disease"", ""question"": ""Do you have Gastroesophageal Reflux Disease?"", ""answer"": false, ""ig"": 0.7219, ""max_b"": 0.5}, {""cid"": ""COND:0b1e9b6d6668"", ""name"": ""Pregnancy"", ""question"": ""Do you have Pregnancy?"", ""answer"": false, ""ig"": 0.8113, ""max_b"": 1.0}]","Food query: I want to eat some dark chocolate. Is that fine?
Clarification answers:
  - Type 1 Diabetes Mellitus: No
  - Gestational Diabetes Mellitus: No
  - Prediabetes: No
  - Type 2 Diabetes Mellitus: No
  - Coronary Artery Disease: No
  - Gastritis: No
  - Hypercholesterolemia: No
  - Gastroesophageal Reflux Disease: No
  - Pregnancy: No

KG risk conditions: Obesity, Migraine, Non-Alcoholic Fatty Liver Disease.",OKAY,OKAY,OKAY,True,2.0
18,Is an energy drink okay before my workout?,pregnancy,pregnancy,not_okay,energy drink,NOT OKAY,ANSWER,,1.0,12,1,3.585,0.0,"[{""name"": ""Gestational Diabetes Mellitus""}, {""name"": ""Type 1 Diabetes Mellitus""}, {""name"": ""Type 2 Diabetes Mellitus""}, {""name"": ""Prediabetes""}, {""name"": ""Hypertension""}, {""name"": ""Chronic Kidney Disease""}, {""name"": ""Congestive Heart Failure""}, {""name"": ""Gastroesophageal Reflux Disease""}, {""name"": ""Pregnancy""}, {""name"": ""Migraine""}, {""name"": ""Obesity""}, {""name"": ""Metabolic Syndrome""}]","[{""name"": ""Pregnancy""}]",9,confirmed_risky,False,"[{""cid"": ""COND:ff206113b1a2"", ""name"": ""Gestational Diabetes Mellitus"", ""question"": ""Do you have Gestational Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1111}, {""cid"": ""COND:b31a062745e0"", ""name"": ""Type 1 Diabetes Mellitus"", ""question"": ""Do you have Type 1 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.125}, {""cid"": ""COND:5a7aa7dc3114"", ""name"": ""Type 2 Diabetes Mellitus"", ""question"": ""Do you have Type 2 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1429}, {""cid"": ""COND:09daa0628c3c"", ""name"": ""Prediabetes"", ""question"": ""Do you have Prediabetes?"", ""answer"": false, ""ig"": 0.5033, ""max_b"": 0.1667}, {""cid"": ""COND:01da3ef25313"", ""name"": ""Hypertension"", ""question"": ""Do you have Hypertension?"", ""answer"": false, ""ig"": 0.5436, ""max_b"": 0.2}, {""cid"": ""COND:8b8b0b0a9c4e"", ""name"": ""Chronic Kidney Disease"", ""question"": ""Do you have Chronic Kidney Disease?"", ""answer"": false, ""ig"": 0.5917, ""max_b"": 0.25}, {""cid"": ""COND:5e03ab7388b8"", ""name"": ""Congestive Heart Failure"", ""question"": ""Do you have Congestive Heart Failure?"", ""answer"": false, ""ig"": 0.65, ""max_b"": 0.3333}, {""cid"": ""COND:d5332a918f72"", ""name"": ""Gastroesophageal Reflux Disease"", ""question"": ""Do you have Gastroesophageal Reflux Disease?"", ""answer"": false, ""ig"": 0.7219, ""max_b"": 0.5}, {""cid"": ""COND:0b1e9b6d6668"", ""name"": ""Pregnancy"", ""question"": ""Do you have Pregnancy?"", ""answer"": true, ""ig"": 0.8113, ""max_b"": 1.0}]","Food query: Is an energy drink okay before my workout?
Clarification answers:
  - Gestational Diabetes Mellitus: No
  - Type 1 Diabetes Mellitus: No
  - Type 2 Diabetes Mellitus: No
  - Prediabetes: No
  - Hypertension: No
  - Chronic Kidney Disease: No
  - Congestive Heart Failure: No
  - Gastroesophageal Reflux Disease: No
  - Pregnancy: Yes

KG risk conditions: Pregnancy.",NOT OKAY,NOT OKAY,NOT OKAY,True,3.585
19,Is a banana smoothie okay for my condition?,high cholesterol,high cholesterol,okay,banana smoothie,OKAY,ANSWER,,1.0,12,3,3.585,1.585,"[{""name"": ""Type 2 Diabetes Mellitus""}, {""name"": ""Type 1 Diabetes Mellitus""}, {""name"": ""Prediabetes""}, {""name"": ""Gestational Diabetes Mellitus""}, {""name"": ""Hypertension""}, {""name"": ""Chronic Kidney Disease""}, {""name"": ""Congestive Heart Failure""}, {""name"": ""Milk Allergy""}, {""name"": ""Obesity""}, {""name"": ""Lactose Intolerance""}, {""name"": ""Metabolic Syndrome""}, {""name"": ""Hypertriglyceridemia""}]","[{""name"": ""Lactose Intolerance""}, {""name"": ""Metabolic Syndrome""}, {""name"": ""Hypertriglyceridemia""}]",9,belief_concentrated,False,"[{""cid"": ""COND:5a7aa7dc3114"", ""name"": ""Type 2 Diabetes Mellitus"", ""question"": ""Do you have Type 2 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1111}, {""cid"": ""COND:b31a062745e0"", ""name"": ""Type 1 Diabetes Mellitus"", ""question"": ""Do you have Type 1 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.125}, {""cid"": ""COND:09daa0628c3c"", ""name"": ""Prediabetes"", ""question"": ""Do you have Prediabetes?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1429}, {""cid"": ""COND:ff206113b1a2"", ""name"": ""Gestational Diabetes Mellitus"", ""question"": ""Do you have Gestational Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.5033, ""max_b"": 0.1667}, {""cid"": ""COND:01da3ef25313"", ""name"": ""Hypertension"", ""question"": ""Do you have Hypertension?"", ""answer"": false, ""ig"": 0.5436, ""max_b"": 0.2}, {""cid"": ""COND:8b8b0b0a9c4e"", ""name"": ""Chronic Kidney Disease"", ""question"": ""Do you have Chronic Kidney Disease?"", ""answer"": false, ""ig"": 0.5917, ""max_b"": 0.25}, {""cid"": ""COND:5e03ab7388b8"", ""name"": ""Congestive Heart Failure"", ""question"": ""Do you have Congestive Heart Failure?"", ""answer"": false, ""ig"": 0.65, ""max_b"": 0.3333}, {""cid"": ""COND:2e7728fa7fee"", ""name"": ""Milk Allergy"", ""question"": ""Do you have Milk Allergy?"", ""answer"": false, ""ig"": 0.7219, ""max_b"": 0.5}, {""cid"": ""COND:9f8251416f7e"", ""name"": ""Obesity"", ""question"": ""Do you have Obesity?"", ""answer"": false, ""ig"": 0.8113, ""max_b"": 1.0}]","Food query: Is a banana smoothie okay for my condition?
Clarification answers:
  - Type 2 Diabetes Mellitus: No
  - Type 1 Diabetes Mellitus: No
  - Prediabetes: No
  - Gestational Diabetes Mellitus: No
  - Hypertension: No
  - Chronic Kidney Disease: No
  - Congestive Heart Failure: No
  - Milk Allergy: No
  - Obesity: No

KG risk conditions: Lactose Intolerance, Metabolic Syndrome, Hypertriglyceridemia.",OKAY,OKAY,OKAY,True,2.0
20,Is it fine if I have sushi with raw fish?,hypertension,hypertension,okay,it,ABSTAIN,ABSTAIN,,0.0,0,0,0.0,0.0,[],[],0,garbage_phrase,True,[],Is it fine if I have sushi with raw fish?,ABSTAIN,OKAY,ABSTAIN,False,0.0
